disease_group,disease_id,disease,outcome,income,sex,age_group,rel_year,estimate,ci_low,ci_high,p_value,n,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,male,young,-4,0.2997680046708163,-0.092365126,0.6919011353323343,0.1340472317340018,1197,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,male,young,-3,0.3368636344224235,0.091986438,0.5817408312641866,0.007012279,4905,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,male,young,-2,0.2764009527914859,-0.012337632,0.5651395373287023,0.060620913,3927,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,male,young,-1,0.12309322252014591,-0.086722969,0.3329094142349553,0.2501947255030279,2377,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,male,young,0,0.1137404054021619,-0.086533506,0.314014317,0.26565196811571123,2152,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,male,young,1,0.27464993626573386,0.030223854767956443,0.5190760177635113,0.02763999,2046,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,male,young,2,0.3244611901795967,0.11985058495531556,0.5290717954038778,0.001883139,3353,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,male,young,3,0.2791792723056822,0.054293076,0.5040654690500654,0.014966347877993558,240,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,male,young,4,0.1384796661789361,-0.13465748,0.4116168124013506,0.3203622326379467,1727,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,male,young,5,0.24604319094405203,-0.025691071,0.5177774526649881,0.075948736,1372,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,male,mid,-5,0.2519906841163238,0.10601762209496249,0.39796374613768515,0.000715648,3771,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,male,mid,-4,0.24789598195397877,0.034432558913130684,0.46135940499482686,0.022836653750122338,2325,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,male,mid,-3,0.4918615692665269,0.28019382597060094,0.7035293125624529,5.250095734155025e-06,2525,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,male,mid,-2,0.37324447910614195,0.12367531844761409,0.6228136397646697,0.003375593,2129,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,male,mid,-1,0.21908405151084265,0.034741302,0.4034268012107204,0.019838821132724282,837,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,male,mid,0,0.36537445080561065,0.16884023182133995,0.5619086697898814,0.000268629,4004,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,male,mid,1,0.3863270192288945,0.22778834897292377,0.5448656894848652,1.7870280486498302e-06,4452,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,male,mid,2,0.3702036634654028,0.12462849631801634,0.6157788306127893,0.003129805,1461,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,male,mid,3,0.3917872301875592,0.17676911196954875,0.6068053484055695,0.000355158,2929,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,male,mid,4,0.4185582129177279,0.056535701,0.7805807248105624,0.023446126462422168,2220,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,male,mid,5,0.5289373475600525,0.35091422464976807,0.7069604704703369,5.762869736969378e-09,2125,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,male,old,-5,0.11833664541176686,-0.152848701,0.3895219922991924,0.39239529660776773,3310,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,male,old,-4,0.2860605739386743,-0.019480276,0.5916014240100338,0.066500227,1434,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,male,old,-3,0.2655482675114901,0.089505099,0.44159143624111646,0.003111352,3771,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,male,old,-2,0.098155279,-0.087891869,0.2842024276745752,0.30110702501983133,2451,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,male,old,-1,0.3162765618586348,0.065262792,0.5672903317964088,0.013526653367860408,4687,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,male,old,0,0.33842401158223523,0.1635983443813404,0.513249679,0.000148163,1382,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,male,old,1,0.3663941897723692,0.15119797306159805,0.5815904064831403,0.000846556,4229,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,male,old,2,0.3502701616226973,-0.002491691,0.7030320140061745,0.05163603,3683,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,male,old,3,0.5014407945842784,0.097778181,0.9051034082404735,0.014901427854900895,4396,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,male,old,4,0.37423620383888545,0.11164761010364593,0.636824798,0.005216453,1711,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,male,old,5,0.5295090455907195,0.3050156717709436,0.7540024194104955,3.7819021820872933e-06,1414,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,female,young,-5,0.12131113607671523,-0.14662062,0.3892428924323645,0.3748491488490837,4539,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,female,young,-4,-0.014789506,-0.161574467,0.13199545530614393,0.8434501344842318,4576,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,female,young,-3,0.053865129,-0.266259548,0.3739898055560296,0.7415545489259405,4144,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,female,young,-2,0.19150113744448427,-0.005828075,0.3888303494769737,0.057156535692562294,1647,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,female,young,-1,0.050440589965142085,-0.100056085,0.20093726482789798,0.5112354309973763,3955,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,female,young,0,-0.05952695,-0.281379442,0.16232554159640897,0.5989558194282001,1190,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,female,young,1,-0.020482322,-0.36282269,0.32185804589343603,0.9066481903984687,2962,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,female,young,2,0.014472990186727153,-0.298581543,0.32752752306075267,0.9277994663961384,1395,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,female,young,3,0.086108503,-0.210997125,0.3832141301650761,0.5699968731715419,4419,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,female,young,4,0.056303406460610265,-0.110282186,0.2228889993460792,0.507682674,3930,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,female,young,5,0.082288328,-0.078965742,0.24354239916315673,0.3172173239764211,4349,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,female,mid,-5,0.15454981896655623,-0.124565389,0.4336650265928893,0.2777984660237405,689,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,female,mid,-4,0.21044500851651615,-0.095770304,0.5166603210222565,0.17798003206046875,2933,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,female,mid,-3,0.11590472809038259,-0.14283601,0.37464546603576004,0.3799460276567226,4132,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,female,mid,-2,0.15412762370898264,-0.181255587,0.48951083401381823,0.36773122238068146,2035,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,female,mid,-1,0.10699127399762495,-0.044099811,0.258082359,0.16516028282414075,1115,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,female,mid,0,0.20650060613431606,0.052786842,0.36021437044429283,0.008461352,417,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,female,mid,1,0.17685747355756554,-0.104121965,0.4578369119365073,0.21731960270276085,1436,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,female,mid,2,0.14232037993174682,-0.155353353,0.4399941127770507,0.34871076792079725,4052,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,female,mid,3,0.13495553365963292,-0.184570322,0.45448138909984864,0.40776721292762996,839,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,female,mid,4,0.040887175,-0.081089733,0.16286408390755264,0.5111807348042308,3955,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,female,mid,5,-0.135497189,-0.344892629,0.073898251,0.2046938128576894,4353,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,female,old,-5,0.2978491592576591,0.031524350171016735,0.5641739683443014,0.028379406,3093,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,female,old,-4,0.2231488963434117,-0.038719548,0.48501734021174325,0.094880433,243,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,female,old,-3,0.37935949876686514,0.15600635574357116,0.6027126417901592,0.000871556,314,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,female,old,-2,0.497402554,0.3639089915763556,0.6308961154438584,2.8133051444001467e-13,2712,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,female,old,-1,0.3530584025619992,0.084791716,0.6213250886347264,0.009894287,3378,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,female,old,0,0.3388070342320358,0.18368828326793088,0.4939257851961407,1.860639062911673e-05,4790,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,female,old,1,0.19206219557291196,0.028543055,0.35558133630233935,0.021327985529494775,4143,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,female,old,2,0.36792490410362677,0.11912774624342637,0.6167220619638272,0.003749799,2371,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,female,old,3,0.11207250810266506,-0.150111624,0.3742566404634203,0.4021339337478733,2626,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,female,old,4,0.1296626547540649,-0.159172885,0.4184981949859728,0.378927719,4186,,,
Group 17,D1701,Group 17 / Disease 01,Hospitalizations,high,female,old,5,0.16068558508712627,-0.083196963,0.4045681334809369,0.19657378771834244,4024,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,male,young,-5,-0.980638729,-1.111954021,-0.849323437,0,1403,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,male,young,-4,-0.790740215,-1.050239259,-0.531241171,2.3368500468023967e-09,1044,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,male,young,-3,-0.782495653,-1.036544854,-0.528446452,1.5701928646194574e-09,3627,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,male,young,-2,-0.646858383,-0.908736718,-0.384980048,1.2896557155528399e-06,4833,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,male,young,-1,-0.652887906,-0.870278389,-0.435497422,3.945561655172014e-09,3819,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,male,young,0,-0.418665191,-0.679037279,-0.158293103,0.00162389,1756,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,male,young,1,-0.538598887,-0.819434338,-0.257763436,0.00017061,761,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,male,young,2,-0.400288722,-0.633549767,-0.167027677,0.0007697,2224,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,male,young,3,-0.32033294,-0.585863538,-0.054802341,0.018053424744064905,1643,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,male,young,4,-0.29837018,-0.565227194,-0.031513166,0.028418770369522894,4932,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,male,young,5,-0.223762489,-0.425841518,-0.021683461,0.029983241,3059,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,male,mid,-5,-0.655959744,-1.024651204,-0.287268284,0.000488204,2193,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,male,mid,-4,-0.618128581,-0.769902534,-0.466354628,1.3322676295501878e-15,4463,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,male,mid,-3,-0.614290256,-0.828645429,-0.399935082,1.944278826826462e-08,364,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,male,mid,-2,-0.371320111,-0.630497299,-0.112142924,0.004983955,991,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,male,mid,-1,-0.273591346,-0.413516125,-0.133666567,0.000126931,846,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,male,mid,0,-0.499101385,-0.725194792,-0.273007978,1.5135876159311223e-05,4201,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,male,mid,1,-0.413874133,-0.595329457,-0.23241881,7.804241813236246e-06,606,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,male,mid,2,-0.365948935,-0.623516319,-0.108381551,0.005356956,2714,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,male,mid,3,-0.397195672,-0.657421225,-0.13697012,0.002774751,1366,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,male,mid,4,-0.147411046,-0.362952999,0.068130907,0.18009541388161532,315,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,male,mid,5,-0.47448429,-0.723517304,-0.225451275,0.000188162,1752,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,male,old,-5,-0.355071564,-0.613321354,-0.096821774,0.007042375,764,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,male,old,-4,-0.34177832,-0.547852881,-0.135703759,0.001151234,2817,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,male,old,-3,-0.270914346,-0.455934951,-0.08589374,0.004105912,902,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,male,old,-2,-0.323396705,-0.53373501,-0.1130584,0.002582407,1411,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,male,old,-1,-0.392845645,-0.575288965,-0.210402325,2.439067134418771e-05,504,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,male,old,0,-0.407708175,-0.623420975,-0.191995375,0.000211808,3478,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,male,old,1,-0.248772764,-0.502880996,0.005335467,0.055003799,4884,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,male,old,2,-0.255867826,-0.43698609,-0.074749561,0.005624344,1311,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,male,old,3,-0.220815392,-0.446805744,0.005174959,0.055477468894766346,635,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,male,old,4,-0.214441005,-0.515943527,0.087061518,0.16330773621865902,2616,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,male,old,5,-0.506869078,-0.716597951,-0.297140204,2.1701884975744434e-06,3845,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,female,young,-5,-0.577212027,-0.746791985,-0.407632069,2.5337509867995323e-11,2021,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,female,young,-4,-0.717959789,-1.018853201,-0.417066377,2.9146703686144804e-06,3378,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,female,young,-3,-0.599049715,-0.772515216,-0.425584215,1.2993606191002982e-11,2408,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,female,young,-2,-0.616355887,-0.78427717,-0.448434605,6.283862319378386e-13,2208,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,female,young,-1,-0.755045564,-1.011914215,-0.498176913,8.348403746083477e-09,437,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,female,young,0,-0.51919713,-0.725793772,-0.312600488,8.407283573763635e-07,1930,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,female,young,1,-0.545283797,-0.732759195,-0.357808399,1.1925956444613917e-08,4513,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,female,young,2,-0.738536262,-1.07240212,-0.404670404,1.4531901763703559e-05,508,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,female,young,3,-0.726109538,-1.031538827,-0.420680249,3.1684269750087424e-06,3605,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,female,young,4,-0.559746273,-0.872881073,-0.246611472,0.000458994,3884,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,female,young,5,-0.681422408,-0.799599332,-0.563245484,0,4616,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,female,mid,-5,-0.47086293,-0.780488315,-0.161237544,0.002876178,4009,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,female,mid,-4,-0.550200362,-0.851007852,-0.249392873,0.000337087,2385,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,female,mid,-3,-0.474786079,-0.667680666,-0.281891492,1.4049815983963043e-06,4403,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,female,mid,-2,-0.671678868,-0.969734698,-0.373623038,1.0011442676649551e-05,714,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,female,mid,-1,-0.645483321,-0.747295308,-0.543671333,0,1092,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,female,mid,0,-0.618113664,-0.915429437,-0.32079789,4.6053599454642935e-05,3441,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,female,mid,1,-0.628358451,-0.891327593,-0.365389308,2.821924310225654e-06,3960,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,female,mid,2,-0.84509598,-1.152353658,-0.537838302,7.01149467374762e-08,2136,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,female,mid,3,-0.803852025,-1.146672193,-0.461031857,4.309892920328906e-06,4288,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,female,mid,4,-0.793987092,-1.008136355,-0.579837828,3.6770586575585185e-13,3195,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,female,mid,5,-0.878182158,-0.997266835,-0.759097481,0,4049,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,female,old,-5,-0.673747575,-0.900948083,-0.446547066,6.164016852494569e-09,2397,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,female,old,-4,-0.579402619,-0.818224973,-0.340580265,1.983278343775652e-06,3788,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,female,old,-3,-0.617406787,-0.89306481,-0.341748764,1.1339116885000777e-05,3641,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,female,old,-2,-0.571464462,-0.744238971,-0.398689953,9.000888923083039e-11,1748,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,female,old,-1,-0.525749973,-0.804435656,-0.24706429,0.000217642,1049,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,female,old,0,-0.447231637,-0.652794852,-0.241668422,2.005701068452659e-05,1751,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,female,old,1,-0.594687175,-0.795137923,-0.394236428,6.069581948153768e-09,4087,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,female,old,2,-0.431325082,-0.77803529,-0.084614874,0.014754913318230756,4998,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,female,old,3,-0.439289536,-0.785458918,-0.093120155,0.012873730589291421,2797,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,female,old,4,-0.492357743,-0.696222049,-0.288493436,2.205237068064747e-06,2444,,,
Group 17,D1701,Group 17 / Disease 01,QoL,low,female,old,5,-0.456453735,-0.727803996,-0.185103474,0.000977139,332,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,male,young,-5,-0.279732817,-0.512459332,-0.047006301,0.018478762639767776,2364,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,male,young,-4,-0.176201585,-0.479053196,0.12665002603543626,0.25414289106512733,400,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,male,young,-3,-0.211751592,-0.409993194,-0.013509991,0.036298099,1466,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,male,young,-2,-0.364160995,-0.574595882,-0.153726108,0.000694321,3437,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,male,young,-1,-0.377499604,-0.546324151,-0.208675057,1.1724335424734278e-05,4767,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,male,young,0,-0.390663879,-0.55413838,-0.227189378,2.8144227306459157e-06,1676,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,male,young,1,-0.307545843,-0.595801476,-0.01929021,0.03651335,667,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,male,young,2,-0.290472897,-0.529698633,-0.051247161,0.017318604,2109,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,male,young,3,-0.322872552,-0.496311923,-0.149433182,0.000263559,4086,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,male,young,4,-0.396130267,-0.643505901,-0.148754633,0.001697519,4987,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,male,young,5,-0.375448634,-0.625457549,-0.125439719,0.003246158,1531,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,male,mid,-5,-0.35682043,-0.635958221,-0.07768264,0.012229288005417338,4976,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,male,mid,-4,-0.377587468,-0.557233557,-0.197941378,3.7951780024192416e-05,751,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,male,mid,-3,-0.29946602,-0.494697939,-0.1042341,0.002643247,2821,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,male,mid,-2,-0.260891359,-0.482809016,-0.038973702,0.021210307,2404,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,male,mid,-1,-0.364544062,-0.752833409,0.023745285972691155,0.065747837,306,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,male,mid,0,-0.233495555,-0.575607552,0.1086164420379081,0.18098655901647298,4094,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,male,mid,1,-0.267080059,-0.46241024,-0.071749879,0.007363113,299,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,male,mid,2,-0.162064555,-0.397618973,0.073489863,0.17749571570087808,2321,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,male,mid,3,-0.345120187,-0.479621844,-0.210618531,4.925336116734513e-07,2308,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,male,mid,4,-0.313492249,-0.492704144,-0.134280354,0.000606717,201,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,male,mid,5,-0.302995404,-0.566724609,-0.039266198,0.024333579486748302,1665,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,male,old,-5,-0.054562496,-0.369734093,0.260609101,0.7343723456491538,3843,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,male,old,-4,-0.171096587,-0.429500654,0.087307479,0.19436602764961242,4570,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,male,old,-3,-0.202813965,-0.367744042,-0.037883889,0.015943538891044717,475,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,male,old,-2,-0.243831395,-0.454226022,-0.033436769,0.023117261422251012,3273,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,male,old,-1,-0.089895003,-0.278501599,0.098711594,0.35020641458462176,538,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,male,old,0,-0.155893378,-0.455456363,0.14366960750504457,0.3077335662383738,1739,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,male,old,1,-0.123424374,-0.224387503,-0.022461246,0.016573246,4291,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,male,old,2,-0.217027574,-0.448414942,0.014359793,0.066008888,2061,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,male,old,3,-0.100072102,-0.322537309,0.12239310591660942,0.37795426838705004,4292,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,male,old,4,-0.095025356,-0.371364752,0.1813140397708608,0.500318341,3094,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,male,old,5,-0.26539188,-0.470391115,-0.060392645,0.011167455820623395,558,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,female,young,-5,-0.682519135,-0.939613057,-0.425425213,1.9577756971145277e-07,2502,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,female,young,-4,-0.771505326,-0.973650232,-0.56936042,7.416289804496046e-14,4887,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,female,young,-3,-0.615365343,-0.884310846,-0.346419841,7.30469294540903e-06,4127,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,female,young,-2,-0.696124815,-0.930115863,-0.462133766,5.509218858890108e-09,1849,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,female,young,-1,-0.741964361,-1.064027622,-0.419901101,6.319208411431632e-06,3801,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,female,young,0,-0.640793122,-0.906744658,-0.374841586,2.3297002078592755e-06,1455,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,female,young,1,-0.574664274,-0.83906879,-0.310259758,2.0450046025022317e-05,4796,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,female,young,2,-0.632440517,-0.865638537,-0.399242497,1.0631642055614066e-07,4823,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,female,young,3,-0.425329483,-0.626256714,-0.224402253,3.33940190180293e-05,281,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,female,young,4,-0.599025838,-0.841097209,-0.356954466,1.2334712744532794e-06,2902,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,female,young,5,-0.518559785,-0.798978121,-0.238141449,0.000289517,1413,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,female,mid,-5,-0.501312715,-0.783089812,-0.219535618,0.000488366,3169,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,female,mid,-4,-0.472990547,-0.668750584,-0.27723051,2.1829665546313493e-06,668,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,female,mid,-3,-0.422510362,-0.780001614,-0.06501911,0.020532231751986485,4040,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,female,mid,-2,-0.545597382,-0.747796274,-0.34339849,1.231834589887626e-07,1659,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,female,mid,-1,-0.341129543,-0.577459941,-0.104799146,0.004667197,768,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,female,mid,0,-0.623898549,-0.815438728,-0.432358369,1.7223511505903843e-10,1030,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,female,mid,1,-0.549514978,-0.791064718,-0.307965237,8.237622191931138e-06,2344,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,female,mid,2,-0.46496663,-0.641920665,-0.288012595,2.60319210187987e-07,711,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,female,mid,3,-0.432814237,-0.809007889,-0.056620584,0.024133459,2489,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,female,mid,4,-0.666686339,-0.898093088,-0.43527959,1.6347168063646222e-08,4412,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,female,mid,5,-0.645971741,-0.85128348,-0.440660002,6.971117016973949e-10,4241,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,female,old,-5,-0.215442941,-0.411947558,-0.018938324,0.031642572438922656,4571,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,female,old,-4,-0.372705881,-0.578884312,-0.16652745,0.000395506,3044,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,female,old,-3,-0.41023856,-0.676957684,-0.143519435,0.002572672,4399,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,female,old,-2,-0.323672534,-0.540481673,-0.106863395,0.003432765,290,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,female,old,-1,-0.506245054,-0.73299111,-0.279498998,1.2087807685912111e-05,276,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,female,old,0,-0.39482482,-0.561311959,-0.228337681,3.3493067690404388e-06,4120,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,female,old,1,-0.357698523,-0.621040589,-0.094356457,0.007761435,1908,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,female,old,2,-0.524019081,-0.754629266,-0.293408897,8.438797073129223e-06,4193,,,
